Option_Name,Asset_Class,Name,Currency,Security_Identifier,Dollar_Value,Weighting_Percentage,Listing_Status,Management_Type,Super_Fund,Weighting_Percentage_Clean
Conservative Balanced,Fixed Income,Alexandria Real Estate Equities Inc,,,140165.0,0.0,,,AustralianSuper,0.001283370623634687
Conservative Balanced,Fixed Income,Alimentation Couche-Tard Inc,,,54297.0,0.0,,,AustralianSuper,0.0004971510345057082
Conservative Balanced,Fixed Income,Allianz Finance II BV,,,64619.0,0.0,,,AustralianSuper,0.0005916607307719461
Conservative Balanced,Fixed Income,Allianz Se,,,167676.0,0.0,,,AustralianSuper,0.0015352652423113458
Conservative Balanced,Fixed Income,Ally Financial Inc,,,68790.0,0.0,,,AustralianSuper,0.0006298509984648815
Conservative Balanced,Fixed Income,Alphabet Inc,,,212825.0,0.0,,,AustralianSuper,0.0019486558910930133
Conservative Balanced,Fixed Income,Alstom SA,,,50793.0,0.0,,,AustralianSuper,0.00046506791343257334
Conservative Balanced,Fixed Income,Altagas Ltd,,,48091.0,0.0,,,AustralianSuper,0.0004403280181301732
Conservative Balanced,Fixed Income,AltaLink LP,,,41992.0,0.0,,,AustralianSuper,0.00038448470893352667
Conservative Balanced,Fixed Income,Amadeus It Group Sa,,,53793.0,0.0,,,AustralianSuper,0.0004925363390088875
Conservative Balanced,Fixed Income,AMAL Trustees Pty Ltd,,,345475.0,0.0,,,AustralianSuper,0.0031632181086590334
Conservative Balanced,Fixed Income,Amazon.Com Inc,,,521677.0,0.01,,,AustralianSuper,0.004776548616458264
Conservative Balanced,Fixed Income,Amcor Flexibles North America Inc,,,152838.0,0.0,,,AustralianSuper,0.0013994064094108962
Conservative Balanced,Fixed Income,Ameren Corp,,,58034.0,0.0,,,AustralianSuper,0.0005313675366319367
Conservative Balanced,Fixed Income,America Movil SAB de CV,,,284693.0,0.0,,,AustralianSuper,0.002606689494199193
Conservative Balanced,Fixed Income,American Express Co,,,349489.0,0.0,,,AustralianSuper,0.0031999708620801415
Conservative Balanced,Fixed Income,American Homes 4 Rent LP,,,135750.0,0.0,,,AustralianSuper,0.0012429462573282112
Conservative Balanced,Fixed Income,American Honda Finance Corp,,,420475.0,0.01,,,AustralianSuper,0.003849928748066885
Conservative Balanced,Fixed Income,American International Group Inc,,,26987.0,0.0,,,AustralianSuper,0.0002470968003426625
Conservative Balanced,Fixed Income,American Medical Systems Europe BV,,,65156.0,0.0,,,AustralianSuper,0.0005965775789501063
Conservative Balanced,Fixed Income,American Tower Corp,,,417659.0,0.01,,,AustralianSuper,0.0038241450525925845
Conservative Balanced,Fixed Income,American Water Capital Corp,,,54407.0,0.0,,,AustralianSuper,0.000498158210110173
Conservative Balanced,Fixed Income,Americold Realty Operating Partnership LP,,,14443.0,0.0,,,AustralianSuper,0.00013224215686623465
Conservative Balanced,Fixed Income,Ameriprise Financial Inc,,,43593.0,0.0,,,AustralianSuper,0.0003991436920494196
Conservative Balanced,Fixed Income,Amgen Inc,,,625070.0,0.01,,,AustralianSuper,0.00572322959166221
Conservative Balanced,Fixed Income,AMP Bank Ltd,,,3882534.0,0.05,,,AustralianSuper,0.03554903207550298
Conservative Balanced,Fixed Income,Amphenol Corp,,,38058.0,0.0,,,AustralianSuper,0.0003484644468611202
Conservative Balanced,Fixed Income,Ampol Ltd,,,3315260.0,0.05,,,AustralianSuper,0.03035499085871032
Conservative Balanced,Fixed Income,Amprion GmbH,,,99145.0,0.0,,,AustralianSuper,0.000907785684587886
Conservative Balanced,Fixed Income,Amrize Finance US LLC,,,16980.0,0.0,,,AustralianSuper,0.00015547128876193758
Conservative Balanced,Fixed Income,Amvest RCF Custodian BV,,,33995.0,0.0,,,AustralianSuper,0.0003112630424889322
Conservative Balanced,Fixed Income,Analog Devices Inc,,,87884.0,0.0,,,AustralianSuper,0.0008046783711162617
Conservative Balanced,Fixed Income,Anglian Water Osprey Financing PLC,,,70018.0,0.0,,,AustralianSuper,0.0006410947406674526
Conservative Balanced,Fixed Income,Anglian Water Services Financing PLC,,,60786.0,0.0,,,AustralianSuper,0.0005565652390272755
Conservative Balanced,Fixed Income,Anglo American Capital PLC,,,107708.0,0.0,,,AustralianSuper,0.000986189727324545
Conservative Balanced,Fixed Income,Anheuser-Busch Cos LLC / Anheuser-Busch InBev Worldwide Inc,,,478499.0,0.01,,,AustralianSuper,0.004381204723280234
Conservative Balanced,Fixed Income,Anheuser-Busch InBev SA/NV,,,316952.0,0.0,,,AustralianSuper,0.0029020574744212982
Conservative Balanced,Fixed Income,Antero Resources Corp,,,116215.0,0.0,,,AustralianSuper,0.001064081026117113
