Option Code,Option Name,Asset Class,Filter,Sub-Filter,Name,Name Type,Currency,Issuer Type,Security Identifier,Units Held,Location,Address,% Ownership,$ Value,Weighting (%),Actual Currency Exposure (%),Actual Asset Allocation (%),Effect of Derivatives Exposure (%),Classification,Sort Order,Value Range,Geo Latitude,Geo Longitude
ARBA,Balanced,Derivatives,By Currency,,Total,Total,,,,,,,,,,100.0,,0.51,,,,nan,nan
ARBA,Balanced,Derivatives,By Kind,,Futures,Kind of Derivatives,,,,,,,,-42572259.0,-0.02,,,,,,,nan,nan
ARBA,Balanced,Derivatives,By Kind,,Forwards,Kind of Derivatives,,,,,,,,307890148.0,0.12,,,,,,,nan,nan
ARBA,Balanced,Derivatives,By Kind,,Options,Kind of Derivatives,,,,,,,,361533453.0,0.15,,,,,,,nan,nan
ARBA,Balanced,Derivatives,By Kind,,Swaps,Kind of Derivatives,,,,,,,,642371525.0,0.26,,,,,,,nan,nan
ARBA,Balanced,Derivatives,By Kind,,,Total,,,,,,,,1269222866.0,0.51,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,ACM Auto Trust 2024-2,Name of Issuer/Counterparty,,Asset Backed,,,,,,17258508.0,0.01,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,ACM Auto Trust 2025-1,Name of Issuer/Counterparty,,Asset Backed,,,,,,4820894.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Asimi Funding 2024-1 PLC,Name of Issuer/Counterparty,,Asset Backed,,,,,,3052744.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Bridge 2024-SFR1 Trust,Name of Issuer/Counterparty,,Asset Backed,,,,,,2800511.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Firstmac Asset Funding Trust No. 1 Series Auto No. 2,Name of Issuer/Counterparty,,Asset Backed,,,,,,1971117.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Flexicommercial Abs Trust 2023-1,Name of Issuer/Counterparty,,Asset Backed,,,,,,2260286.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,FP Turbo Series 2023-1 Trust,Name of Issuer/Counterparty,,Asset Backed,,,,,,6199955.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Handy ABS 2024-1 Trust,Name of Issuer/Counterparty,,Asset Backed,,,,,,1551158.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Household Capital 2025-1 RMBS,Name of Issuer/Counterparty,,Asset Backed,,,,,,7163455.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Judo Capital Markets Trust 2023-1,Name of Issuer/Counterparty,,Asset Backed,,,,,,13075949.0,0.01,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Metro Finance 2023-2 Trust,Name of Issuer/Counterparty,,Asset Backed,,,,,,9972935.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Navigator 2024-1 Aviation Ltd,Name of Issuer/Counterparty,,Asset Backed,,,,,,4924071.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Pagaya AI Technology in Housing Trust 2023-1,Name of Issuer/Counterparty,,Asset Backed,,,,,,493689.0,0.0,,,,,,,nan,nan
